InventoryRecordID,WeekStartDate,StoreID,ProductID,SupplierID,OpeningUnits,OrderedUnits,ReceivedUnits,ExpectedDemandUnits,FulfilledDemandUnits,ClosingUnits,DaysCover,AvailabilityRate,StockoutHours,EstimatedLostUnits,EstimatedLostSales,EstimatedLostGrossProfit,LateDeliveryDays
IN000225,2026-02-23,ST005,PR002,SUP001,64,49,48,81,81,31,2.7,1.0,0.0,0,0.0,0.0,0
IN000226,2026-02-23,ST005,PR004,SUP008,70,74,68,103,103,35,2.4,1.0,0.0,0,0.0,0.0,0
IN000227,2026-02-23,ST005,PR006,SUP012,62,78,73,100,100,35,2.4,1.0,0.0,0,0.0,0.0,0
IN000228,2026-02-23,ST005,PR007,SUP012,40,68,63,77,77,26,2.4,1.0,0.0,0,0.0,0.0,0
IN000229,2026-02-23,ST005,PR008,SUP012,70,42,39,80,80,29,2.5,1.0,0.0,0,0.0,0.0,0
IN000230,2026-02-23,ST005,PR009,SUP011,40,47,43,62,62,21,2.4,1.0,0.0,0,0.0,0.0,0
IN000231,2026-02-23,ST005,PR010,SUP012,26,51,47,55,55,18,2.3,1.0,0.0,0,0.0,0.0,0
IN000232,2026-02-23,ST005,PR011,SUP012,56,55,51,79,79,28,2.5,1.0,0.0,0,0.0,0.0,0
IN000233,2026-02-23,ST005,PR013,SUP011,52,67,61,85,85,28,2.3,1.0,0.0,0,0.0,0.0,0
IN000234,2026-02-23,ST005,PR014,SUP008,52,64,59,83,83,28,2.4,1.0,0.0,0,0.0,0.0,0
IN000235,2026-02-23,ST005,PR015,SUP002,53,98,87,108,108,32,2.1,1.0,0.0,0,0.0,0.0,0
IN000236,2026-02-23,ST005,PR016,SUP002,50,110,105,114,114,41,2.5,1.0,0.0,0,0.0,0.0,0
IN000237,2026-02-23,ST005,PR017,SUP002,36,61,56,69,69,23,2.3,1.0,0.0,0,0.0,0.0,0
IN000238,2026-02-23,ST005,PR018,SUP002,57,105,97,116,116,38,2.3,1.0,0.0,0,0.0,0.0,0
IN000239,2026-02-23,ST005,PR019,SUP002,24,47,46,51,51,19,2.6,1.0,0.0,0,0.0,0.0,0
IN000240,2026-02-23,ST005,PR020,SUP007,36,54,48,64,64,20,2.2,1.0,0.0,0,0.0,0.0,0
IN000241,2026-02-23,ST005,PR021,SUP007,74,46,41,86,86,29,2.4,1.0,0.0,0,0.0,0.0,0
IN000242,2026-02-23,ST005,PR022,SUP002,28,60,50,63,63,15,1.7,1.0,0.0,0,0.0,0.0,0
IN000243,2026-02-23,ST005,PR023,SUP007,32,51,45,59,59,18,2.1,1.0,0.0,0,0.0,0.0,0
IN000244,2026-02-23,ST005,PR026,SUP002,36,23,23,42,42,17,2.8,1.0,0.0,0,0.0,0.0,0
IN000245,2026-02-23,ST005,PR027,SUP006,33,64,60,69,69,24,2.4,1.0,0.0,0,0.0,0.0,0
IN000246,2026-02-23,ST005,PR028,SUP006,51,54,51,75,75,27,2.5,1.0,0.0,0,0.0,0.0,0
IN000247,2026-02-23,ST005,PR029,SUP006,35,45,42,57,57,20,2.5,1.0,0.0,0,0.0,0.0,0
IN000248,2026-02-23,ST005,PR031,SUP006,51,48,48,71,71,28,2.8,1.0,0.0,0,0.0,0.0,0
IN000249,2026-02-23,ST005,PR032,SUP006,26,44,40,50,50,16,2.2,1.0,0.0,0,0.0,0.0,0
IN000250,2026-02-23,ST005,PR035,SUP006,27,43,41,50,50,18,2.5,1.0,0.0,0,0.0,0.0,0
IN000251,2026-02-23,ST005,PR038,SUP004,58,34,33,66,66,25,2.7,1.0,0.0,0,0.0,0.0,0
IN000252,2026-02-23,ST005,PR039,SUP004,38,50,48,63,63,23,2.6,1.0,0.0,0,0.0,0.0,0
IN000253,2026-02-23,ST005,PR040,SUP010,29,28,26,41,41,14,2.4,1.0,0.0,0,0.0,0.0,0
IN000254,2026-02-23,ST005,PR041,SUP010,43,26,24,49,49,18,2.6,1.0,0.0,0,0.0,0.0,0
IN000255,2026-02-23,ST005,PR042,SUP004,19,29,28,34,34,13,2.7,1.0,0.0,0,0.0,0.0,0
IN000256,2026-02-23,ST005,PR043,SUP010,23,50,46,52,52,17,2.3,1.0,0.0,0,0.0,0.0,0
IN000257,2026-02-23,ST005,PR047,SUP004,38,22,21,43,43,16,2.6,1.0,0.0,0,0.0,0.0,0
IN000258,2026-02-23,ST005,PR050,SUP004,34,30,29,46,46,17,2.6,1.0,0.0,0,0.0,0.0,0
IN000259,2026-02-23,ST005,PR051,SUP005,22,20,19,30,30,11,2.6,1.0,0.0,0,0.0,0.0,0
IN000260,2026-02-23,ST005,PR052,SUP005,25,18,17,31,31,11,2.5,1.0,0.0,0,0.0,0.0,0
IN000261,2026-02-23,ST005,PR053,SUP005,27,37,35,46,46,16,2.4,1.0,0.0,0,0.0,0.0,0
IN000262,2026-02-23,ST005,PR054,SUP011,33,30,27,45,45,15,2.3,1.0,0.0,0,0.0,0.0,0
IN000263,2026-02-23,ST005,PR055,SUP011,25,35,32,43,43,14,2.3,1.0,0.0,0,0.0,0.0,0
IN000264,2026-02-23,ST005,PR056,SUP005,26,31,30,41,41,15,2.6,1.0,0.0,0,0.0,0.0,0
IN000265,2026-02-23,ST005,PR057,SUP005,30,34,32,46,46,16,2.4,1.0,0.0,0,0.0,0.0,0
IN000266,2026-02-23,ST005,PR059,SUP005,18,20,19,27,27,10,2.6,1.0,0.0,0,0.0,0.0,0
IN000267,2026-02-23,ST005,PR062,SUP003,45,64,59,78,78,26,2.3,1.0,0.0,0,0.0,0.0,0
IN000268,2026-02-23,ST005,PR063,SUP003,29,62,57,65,65,21,2.3,1.0,0.0,0,0.0,0.0,0
IN000269,2026-02-23,ST005,PR064,SUP009,41,46,43,62,62,22,2.5,1.0,0.0,0,0.0,0.0,0
IN000270,2026-02-23,ST005,PR065,SUP009,42,43,41,61,61,22,2.5,1.0,0.0,0,0.0,0.0,0
IN000271,2026-02-23,ST005,PR066,SUP009,51,57,53,77,77,27,2.5,1.0,0.0,0,0.0,0.0,0
IN000272,2026-02-23,ST005,PR067,SUP009,53,31,30,60,60,23,2.7,1.0,0.0,0,0.0,0.0,0
IN000273,2026-02-23,ST005,PR068,SUP011,39,51,46,64,64,21,2.3,1.0,0.0,0,0.0,0.0,0
IN000274,2026-02-23,ST005,PR069,SUP011,29,63,57,66,66,20,2.1,1.0,0.0,0,0.0,0.0,0
IN000275,2026-02-23,ST005,PR071,SUP011,28,55,50,59,59,19,2.3,1.0,0.0,0,0.0,0.0,0
IN000276,2026-02-23,ST005,PR072,SUP011,51,62,56,81,81,26,2.2,1.0,0.0,0,0.0,0.0,0
IN000277,2026-02-23,ST005,PR073,SUP003,27,49,45,54,54,18,2.3,1.0,0.0,0,0.0,0.0,0
IN000278,2026-02-23,ST005,PR076,SUP011,34,35,32,49,49,17,2.4,1.0,0.0,0,0.0,0.0,0
IN000279,2026-02-23,ST005,PR077,SUP011,34,40,36,53,53,17,2.2,1.0,0.0,0,0.0,0.0,0
IN000280,2026-02-23,ST006,PR001,SUP001,27,57,56,64,64,19,2.1,1.0,0.0,0,0.0,0.0,0
IN000281,2026-02-23,ST006,PR002,SUP001,50,27,26,59,59,17,2.0,1.0,0.0,0,0.0,0.0,0
IN000282,2026-02-23,ST006,PR004,SUP008,41,35,31,58,58,14,1.7,1.0,0.0,0,0.0,0.0,0
IN000283,2026-02-23,ST006,PR006,SUP012,31,66,61,74,74,18,1.7,1.0,0.0,0,0.0,0.0,0
IN000284,2026-02-23,ST006,PR007,SUP012,43,41,38,64,64,17,1.9,1.0,0.0,0,0.0,0.0,0
IN000285,2026-02-23,ST006,PR008,SUP012,30,58,53,67,67,16,1.7,1.0,0.0,0,0.0,0.0,0
IN000286,2026-02-23,ST006,PR009,SUP011,42,55,51,74,74,19,1.8,1.0,0.0,0,0.0,0.0,0
IN000287,2026-02-23,ST006,PR010,SUP012,22,37,34,45,45,11,1.7,1.0,0.0,0,0.0,0.0,0
IN000288,2026-02-23,ST006,PR011,SUP012,18,34,31,40,40,9,1.6,1.0,0.0,0,0.0,0.0,0
IN000289,2026-02-23,ST006,PR013,SUP011,37,39,37,58,58,16,1.9,1.0,0.0,0,0.0,0.0,0
IN000290,2026-02-23,ST006,PR014,SUP008,28,20,18,37,37,9,1.7,1.0,0.0,0,0.0,0.0,0
IN000291,2026-02-23,ST006,PR015,SUP002,66,73,63,106,106,23,1.5,1.0,0.0,0,0.0,0.0,0
IN000292,2026-02-23,ST006,PR016,SUP002,38,43,37,62,62,13,1.5,1.0,0.0,0,0.0,0.0,0
IN000293,2026-02-23,ST006,PR017,SUP002,37,34,30,54,54,13,1.7,1.0,0.0,0,0.0,0.0,0
IN000294,2026-02-23,ST006,PR018,SUP002,48,36,31,64,64,15,1.6,1.0,0.0,0,0.0,0.0,0
IN000295,2026-02-23,ST006,PR019,SUP002,40,24,21,49,49,12,1.7,1.0,0.0,0,0.0,0.0,0
IN000296,2026-02-23,ST006,PR020,SUP007,27,38,37,50,50,14,2.0,1.0,0.0,0,0.0,0.0,0
IN000297,2026-02-23,ST006,PR021,SUP007,47,46,45,71,71,21,2.1,1.0,0.0,0,0.0,0.0,0
IN000298,2026-02-23,ST006,PR022,SUP002,52,45,39,74,74,17,1.6,1.0,0.0,0,0.0,0.0,0
IN000299,2026-02-23,ST006,PR023,SUP007,34,22,22,43,43,13,2.1,1.0,0.0,0,0.0,0.0,0
IN000300,2026-02-23,ST006,PR026,SUP002,19,16,14,27,27,6,1.6,1.0,0.0,0,0.0,0.0,0
IN000301,2026-02-23,ST006,PR027,SUP006,45,22,21,51,51,15,2.1,1.0,0.0,0,0.0,0.0,0
IN000302,2026-02-23,ST006,PR028,SUP006,22,32,31,41,41,12,2.0,1.0,0.0,0,0.0,0.0,0
IN000303,2026-02-23,ST006,PR029,SUP006,25,52,50,59,59,16,1.9,1.0,0.0,0,0.0,0.0,0
IN000304,2026-02-23,ST006,PR031,SUP006,45,38,37,63,63,19,2.1,1.0,0.0,0,0.0,0.0,0
IN000305,2026-02-23,ST006,PR032,SUP006,32,27,26,45,45,13,2.0,1.0,0.0,0,0.0,0.0,0
IN000306,2026-02-23,ST006,PR035,SUP006,36,32,31,52,52,15,2.0,1.0,0.0,0,0.0,0.0,0
IN000307,2026-02-23,ST006,PR038,SUP004,17,24,22,31,31,8,1.8,1.0,0.0,0,0.0,0.0,0
IN000308,2026-02-23,ST006,PR039,SUP004,28,49,46,59,59,15,1.8,1.0,0.0,0,0.0,0.0,0
IN000309,2026-02-23,ST006,PR040,SUP010,18,32,20,38,37,1,0.2,0.9737,2.2,1,39.24,12.94,3
IN000310,2026-02-23,ST006,PR041,SUP010,26,22,14,37,37,3,0.6,1.0,0.0,0,0.0,0.0,3
IN000311,2026-02-23,ST006,PR042,SUP004,19,20,19,30,30,8,1.9,1.0,0.0,0,0.0,0.0,0
IN000312,2026-02-23,ST006,PR043,SUP010,34,25,16,45,45,5,0.8,1.0,0.0,0,0.0,0.0,3
IN000313,2026-02-23,ST006,PR047,SUP004,26,15,14,31,31,9,2.0,1.0,0.0,0,0.0,0.0,0
IN000314,2026-02-23,ST006,PR050,SUP004,16,19,18,27,27,7,1.8,1.0,0.0,0,0.0,0.0,0
IN000315,2026-02-23,ST006,PR051,SUP005,21,25,22,35,35,8,1.6,1.0,0.0,0,0.0,0.0,0
IN000316,2026-02-23,ST006,PR052,SUP005,19,12,12,24,24,7,2.0,1.0,0.0,0,0.0,0.0,0
IN000317,2026-02-23,ST006,PR053,SUP005,24,27,26,39,39,11,2.0,1.0,0.0,0,0.0,0.0,0
IN000318,2026-02-23,ST006,PR054,SUP011,15,26,24,31,31,8,1.8,1.0,0.0,0,0.0,0.0,0
IN000319,2026-02-23,ST006,PR055,SUP011,15,27,27,32,32,10,2.2,1.0,0.0,0,0.0,0.0,0
IN000320,2026-02-23,ST006,PR056,SUP005,26,21,20,36,36,10,1.9,1.0,0.0,0,0.0,0.0,0
IN000321,2026-02-23,ST006,PR057,SUP005,27,14,13,31,31,9,2.0,1.0,0.0,0,0.0,0.0,0
IN000322,2026-02-23,ST006,PR059,SUP005,26,32,29,44,44,11,1.8,1.0,0.0,0,0.0,0.0,0
IN000323,2026-02-23,ST006,PR062,SUP003,30,33,28,48,48,10,1.5,1.0,0.0,0,0.0,0.0,0
IN000324,2026-02-23,ST006,PR063,SUP003,33,31,27,49,49,11,1.6,1.0,0.0,0,0.0,0.0,0
IN000325,2026-02-23,ST006,PR064,SUP009,21,41,39,47,47,13,1.9,1.0,0.0,0,0.0,0.0,0
IN000326,2026-02-23,ST006,PR065,SUP009,25,35,35,46,46,14,2.1,1.0,0.0,0,0.0,0.0,0
IN000327,2026-02-23,ST006,PR066,SUP009,38,28,27,50,50,15,2.1,1.0,0.0,0,0.0,0.0,0
IN000328,2026-02-23,ST006,PR067,SUP009,20,31,29,39,39,10,1.8,1.0,0.0,0,0.0,0.0,0
IN000329,2026-02-23,ST006,PR068,SUP011,43,42,38,65,65,16,1.7,1.0,0.0,0,0.0,0.0,0
IN000330,2026-02-23,ST006,PR069,SUP011,35,17,15,40,40,10,1.8,1.0,0.0,0,0.0,0.0,0
IN000331,2026-02-23,ST006,PR071,SUP011,19,32,32,39,39,12,2.2,1.0,0.0,0,0.0,0.0,0
IN000332,2026-02-23,ST006,PR072,SUP011,32,37,33,53,53,12,1.6,1.0,0.0,0,0.0,0.0,0
IN000333,2026-02-23,ST006,PR073,SUP003,32,30,26,47,47,11,1.6,1.0,0.0,0,0.0,0.0,0
IN000334,2026-02-23,ST006,PR076,SUP011,18,38,35,43,43,10,1.6,1.0,0.0,0,0.0,0.0,0
IN000335,2026-02-23,ST006,PR077,SUP011,27,18,18,34,34,11,2.3,1.0,0.0,0,0.0,0.0,0
IN000336,2026-02-23,ST007,PR001,SUP001,40,66,61,81,81,20,1.7,1.0,0.0,0,0.0,0.0,0
IN000337,2026-02-23,ST007,PR002,SUP001,27,36,33,48,48,12,1.8,1.0,0.0,0,0.0,0.0,0
IN000338,2026-02-23,ST007,PR004,SUP008,26,51,44,59,59,11,1.3,1.0,0.0,0,0.0,0.0,0
IN000339,2026-02-23,ST007,PR006,SUP012,48,44,38,70,70,16,1.6,1.0,0.0,0,0.0,0.0,0
IN000340,2026-02-23,ST007,PR007,SUP012,35,20,17,42,42,10,1.7,1.0,0.0,0,0.0,0.0,0
IN000341,2026-02-23,ST007,PR008,SUP012,36,47,41,63,63,14,1.6,1.0,0.0,0,0.0,0.0,0
IN000342,2026-02-23,ST007,PR009,SUP011,31,61,54,70,70,15,1.5,1.0,0.0,0,0.0,0.0,0
IN000343,2026-02-23,ST007,PR010,SUP012,29,35,31,49,49,11,1.6,1.0,0.0,0,0.0,0.0,0
IN000344,2026-02-23,ST007,PR011,SUP012,37,27,24,49,49,12,1.7,1.0,0.0,0,0.0,0.0,0
IN000345,2026-02-23,ST007,PR013,SUP011,38,26,23,49,49,12,1.7,1.0,0.0,0,0.0,0.0,0
IN000346,2026-02-23,ST007,PR014,SUP008,45,41,35,66,66,14,1.5,1.0,0.0,0,0.0,0.0,0
IN000347,2026-02-23,ST007,PR015,SUP002,89,52,47,108,108,28,1.8,1.0,0.0,0,0.0,0.0,0
IN000348,2026-02-23,ST007,PR016,SUP002,37,68,62,80,80,19,1.7,1.0,0.0,0,0.0,0.0,0
IN000349,2026-02-23,ST007,PR017,SUP002,32,40,35,55,55,12,1.5,1.0,0.0,0,0.0,0.0,0
IN000350,2026-02-23,ST007,PR018,SUP002,30,37,34,51,51,13,1.8,1.0,0.0,0,0.0,0.0,0
IN000351,2026-02-23,ST007,PR019,SUP002,31,25,22,43,43,10,1.6,1.0,0.0,0,0.0,0.0,0
IN000352,2026-02-23,ST007,PR020,SUP007,19,39,38,44,44,13,2.1,1.0,0.0,0,0.0,0.0,0
IN000353,2026-02-23,ST007,PR021,SUP007,58,35,34,71,71,21,2.1,1.0,0.0,0,0.0,0.0,0
IN000354,2026-02-23,ST007,PR022,SUP002,28,47,41,57,57,12,1.5,1.0,0.0,0,0.0,0.0,0
IN000355,2026-02-23,ST007,PR023,SUP007,36,19,18,42,42,12,2.0,1.0,0.0,0,0.0,0.0,0
IN000356,2026-02-23,ST007,PR026,SUP002,16,30,27,35,35,8,1.6,1.0,0.0,0,0.0,0.0,0
IN000357,2026-02-23,ST007,PR027,SUP006,48,32,30,61,61,17,2.0,1.0,0.0,0,0.0,0.0,0
IN000358,2026-02-23,ST007,PR028,SUP006,21,35,32,43,43,10,1.6,1.0,0.0,0,0.0,0.0,0
IN000359,2026-02-23,ST007,PR029,SUP006,34,54,50,67,67,17,1.8,1.0,0.0,0,0.0,0.0,0
IN000360,2026-02-23,ST007,PR031,SUP006,30,54,52,64,64,18,2.0,1.0,0.0,0,0.0,0.0,0
IN000361,2026-02-23,ST007,PR032,SUP006,30,36,32,50,50,12,1.7,1.0,0.0,0,0.0,0.0,0
IN000362,2026-02-23,ST007,PR035,SUP006,52,38,37,69,69,20,2.0,1.0,0.0,0,0.0,0.0,0
IN000363,2026-02-23,ST007,PR038,SUP004,25,31,29,43,43,11,1.8,1.0,0.0,0,0.0,0.0,0
IN000364,2026-02-23,ST007,PR039,SUP004,29,39,37,52,52,14,1.9,1.0,0.0,0,0.0,0.0,0
IN000365,2026-02-23,ST007,PR040,SUP010,37,19,17,43,43,11,1.8,1.0,0.0,0,0.0,0.0,0
IN000366,2026-02-23,ST007,PR041,SUP010,20,34,33,41,41,12,2.0,1.0,0.0,0,0.0,0.0,0
IN000367,2026-02-23,ST007,PR042,SUP004,15,20,20,27,27,8,2.1,1.0,0.0,0,0.0,0.0,0
IN000368,2026-02-23,ST007,PR043,SUP010,17,26,24,33,33,8,1.7,1.0,0.0,0,0.0,0.0,0
IN000369,2026-02-23,ST007,PR047,SUP004,19,18,17,28,28,8,2.0,1.0,0.0,0,0.0,0.0,0
IN000370,2026-02-23,ST007,PR050,SUP004,24,18,17,32,32,9,2.0,1.0,0.0,0,0.0,0.0,0
IN000371,2026-02-23,ST007,PR051,SUP005,28,24,21,40,40,9,1.6,1.0,0.0,0,0.0,0.0,0
IN000372,2026-02-23,ST007,PR052,SUP005,24,14,13,29,29,8,1.9,1.0,0.0,0,0.0,0.0,0
IN000373,2026-02-23,ST007,PR053,SUP005,23,25,22,37,37,8,1.5,1.0,0.0,0,0.0,0.0,0
IN000374,2026-02-23,ST007,PR054,SUP011,26,17,15,33,33,8,1.7,1.0,0.0,0,0.0,0.0,0
IN000375,2026-02-23,ST007,PR055,SUP011,29,16,14,34,34,9,1.9,1.0,0.0,0,0.0,0.0,0
IN000376,2026-02-23,ST007,PR056,SUP005,20,18,16,29,29,7,1.7,1.0,0.0,0,0.0,0.0,0
IN000377,2026-02-23,ST007,PR057,SUP005,19,16,14,27,27,6,1.6,1.0,0.0,0,0.0,0.0,0
IN000378,2026-02-23,ST007,PR059,SUP005,22,20,18,32,32,8,1.8,1.0,0.0,0,0.0,0.0,0
IN000379,2026-02-23,ST007,PR062,SUP003,31,29,27,46,46,12,1.8,1.0,0.0,0,0.0,0.0,0
IN000380,2026-02-23,ST007,PR063,SUP003,43,22,20,50,50,13,1.8,1.0,0.0,0,0.0,0.0,0
IN000381,2026-02-23,ST007,PR064,SUP009,27,16,15,33,33,9,1.9,1.0,0.0,0,0.0,0.0,0
IN000382,2026-02-23,ST007,PR065,SUP009,39,25,25,49,49,15,2.1,1.0,0.0,0,0.0,0.0,0
IN000383,2026-02-23,ST007,PR066,SUP009,40,24,23,49,49,14,2.0,1.0,0.0,0,0.0,0.0,0
IN000384,2026-02-23,ST007,PR067,SUP009,19,37,36,43,43,12,2.0,1.0,0.0,0,0.0,0.0,0
IN000385,2026-02-23,ST007,PR068,SUP011,47,56,50,79,79,18,1.6,1.0,0.0,0,0.0,0.0,0
IN000386,2026-02-23,ST007,PR069,SUP011,40,62,55,78,78,17,1.5,1.0,0.0,0,0.0,0.0,0
IN000387,2026-02-23,ST007,PR071,SUP011,19,36,32,42,42,9,1.5,1.0,0.0,0,0.0,0.0,0
IN000388,2026-02-23,ST007,PR072,SUP011,17,26,23,33,33,7,1.5,1.0,0.0,0,0.0,0.0,0
IN000389,2026-02-23,ST007,PR073,SUP003,35,23,21,44,44,12,1.9,1.0,0.0,0,0.0,0.0,0
IN000390,2026-02-23,ST007,PR076,SUP011,33,18,16,39,39,10,1.8,1.0,0.0,0,0.0,0.0,0
IN000391,2026-02-23,ST007,PR077,SUP011,14,25,22,30,30,6,1.4,1.0,0.0,0,0.0,0.0,0
IN000392,2026-02-23,ST008,PR001,SUP001,77,80,78,112,112,43,2.7,1.0,0.0,0,0.0,0.0,0
IN000393,2026-02-23,ST008,PR002,SUP001,61,36,34,69,69,26,2.6,1.0,0.0,0,0.0,0.0,0
IN000394,2026-02-23,ST008,PR004,SUP008,76,57,53,95,95,34,2.5,1.0,0.0,0,0.0,0.0,0
IN000395,2026-02-23,ST008,PR006,SUP012,72,110,101,130,130,43,2.3,1.0,0.0,0,0.0,0.0,0
IN000396,2026-02-23,ST008,PR007,SUP012,41,50,50,65,65,26,2.8,1.0,0.0,0,0.0,0.0,0
IN000397,2026-02-23,ST008,PR008,SUP012,33,76,75,78,78,30,2.7,1.0,0.0,0,0.0,0.0,0
IN000398,2026-02-23,ST008,PR009,SUP011,40,61,58,72,72,26,2.5,1.0,0.0,0,0.0,0.0,0
IN000399,2026-02-23,ST008,PR010,SUP012,31,56,53,62,62,22,2.5,1.0,0.0,0,0.0,0.0,0
IN000400,2026-02-23,ST008,PR011,SUP012,38,39,38,55,55,21,2.7,1.0,0.0,0,0.0,0.0,0
IN000401,2026-02-23,ST008,PR013,SUP011,41,44,42,61,61,22,2.5,1.0,0.0,0,0.0,0.0,0
IN000402,2026-02-23,ST008,PR014,SUP008,54,36,34,64,64,24,2.6,1.0,0.0,0,0.0,0.0,0
IN000403,2026-02-23,ST008,PR015,SUP002,69,99,89,120,120,38,2.2,1.0,0.0,0,0.0,0.0,0
IN000404,2026-02-23,ST008,PR016,SUP002,69,61,55,93,93,31,2.3,1.0,0.0,0,0.0,0.0,0
IN000405,2026-02-23,ST008,PR017,SUP002,57,45,40,73,73,24,2.3,1.0,0.0,0,0.0,0.0,0
IN000406,2026-02-23,ST008,PR018,SUP002,41,72,65,81,81,25,2.2,1.0,0.0,0,0.0,0.0,0
IN000407,2026-02-23,ST008,PR019,SUP002,32,35,31,48,48,15,2.2,1.0,0.0,0,0.0,0.0,0
IN000408,2026-02-23,ST008,PR020,SUP007,44,41,39,61,61,22,2.5,1.0,0.0,0,0.0,0.0,0
IN000409,2026-02-23,ST008,PR021,SUP007,51,97,91,106,106,36,2.4,1.0,0.0,0,0.0,0.0,0
IN000410,2026-02-23,ST008,PR022,SUP002,58,36,32,67,67,23,2.4,1.0,0.0,0,0.0,0.0,0
IN000411,2026-02-23,ST008,PR023,SUP007,30,27,24,41,41,13,2.2,1.0,0.0,0,0.0,0.0,0
IN000412,2026-02-23,ST008,PR026,SUP002,27,23,21,36,36,12,2.3,1.0,0.0,0,0.0,0.0,0
IN000413,2026-02-23,ST008,PR027,SUP006,48,49,43,69,69,22,2.2,1.0,0.0,0,0.0,0.0,0
IN000414,2026-02-23,ST008,PR028,SUP006,48,32,28,57,57,19,2.3,1.0,0.0,0,0.0,0.0,0
IN000415,2026-02-23,ST008,PR029,SUP006,33,30,27,45,45,15,2.3,1.0,0.0,0,0.0,0.0,0
IN000416,2026-02-23,ST008,PR031,SUP006,37,44,39,58,58,18,2.2,1.0,0.0,0,0.0,0.0,0
IN000417,2026-02-23,ST008,PR032,SUP006,70,53,47,88,88,29,2.3,1.0,0.0,0,0.0,0.0,0
IN000418,2026-02-23,ST008,PR035,SUP006,35,43,38,56,56,17,2.1,1.0,0.0,0,0.0,0.0,0
IN000419,2026-02-23,ST008,PR038,SUP004,29,47,45,54,54,20,2.6,1.0,0.0,0,0.0,0.0,0
IN000420,2026-02-23,ST008,PR039,SUP004,47,72,71,85,85,33,2.7,1.0,0.0,0,0.0,0.0,0
IN000421,2026-02-23,ST008,PR040,SUP010,37,36,35,52,52,20,2.7,1.0,0.0,0,0.0,0.0,0
IN000422,2026-02-23,ST008,PR041,SUP010,27,40,39,48,48,18,2.6,1.0,0.0,0,0.0,0.0,0
IN000423,2026-02-23,ST008,PR042,SUP004,34,22,21,40,40,15,2.6,1.0,0.0,0,0.0,0.0,0
IN000424,2026-02-23,ST008,PR043,SUP010,28,28,27,40,40,15,2.6,1.0,0.0,0,0.0,0.0,0
IN000425,2026-02-23,ST008,PR047,SUP004,20,30,29,36,36,13,2.5,1.0,0.0,0,0.0,0.0,0
IN000426,2026-02-23,ST008,PR050,SUP004,22,35,32,41,41,13,2.2,1.0,0.0,0,0.0,0.0,0
IN000427,2026-02-23,ST008,PR051,SUP005,32,34,32,47,47,17,2.5,1.0,0.0,0,0.0,0.0,0
IN000428,2026-02-23,ST008,PR052,SUP005,22,17,16,28,28,10,2.5,1.0,0.0,0,0.0,0.0,0
IN000429,2026-02-23,ST008,PR053,SUP005,42,29,28,51,51,19,2.6,1.0,0.0,0,0.0,0.0,0
IN000430,2026-02-23,ST008,PR054,SUP011,18,28,27,33,33,12,2.5,1.0,0.0,0,0.0,0.0,0
IN000431,2026-02-23,ST008,PR055,SUP011,21,34,30,39,39,12,2.2,1.0,0.0,0,0.0,0.0,0
IN000432,2026-02-23,ST008,PR056,SUP005,32,21,20,38,38,14,2.6,1.0,0.0,0,0.0,0.0,0
IN000433,2026-02-23,ST008,PR057,SUP005,19,29,28,34,34,13,2.7,1.0,0.0,0,0.0,0.0,0
IN000434,2026-02-23,ST008,PR059,SUP005,23,18,17,29,29,11,2.7,1.0,0.0,0,0.0,0.0,0
IN000435,2026-02-23,ST008,PR062,SUP003,37,51,50,63,63,24,2.7,1.0,0.0,0,0.0,0.0,0
IN000436,2026-02-23,ST008,PR063,SUP003,36,68,66,74,74,28,2.6,1.0,0.0,0,0.0,0.0,0
IN000437,2026-02-23,ST008,PR064,SUP009,35,52,47,62,62,20,2.3,1.0,0.0,0,0.0,0.0,0
IN000438,2026-02-23,ST008,PR065,SUP009,37,37,36,53,53,20,2.6,1.0,0.0,0,0.0,0.0,0
IN000439,2026-02-23,ST008,PR066,SUP009,42,52,52,67,67,27,2.8,1.0,0.0,0,0.0,0.0,0
IN000440,2026-02-23,ST008,PR067,SUP009,28,34,32,44,44,16,2.5,1.0,0.0,0,0.0,0.0,0
IN000441,2026-02-23,ST008,PR068,SUP011,31,68,66,71,71,26,2.6,1.0,0.0,0,0.0,0.0,0
IN000442,2026-02-23,ST008,PR069,SUP011,32,73,69,75,75,26,2.4,1.0,0.0,0,0.0,0.0,0
IN000443,2026-02-23,ST008,PR071,SUP011,49,45,42,67,67,24,2.5,1.0,0.0,0,0.0,0.0,0
IN000444,2026-02-23,ST008,PR072,SUP011,28,32,31,43,43,16,2.6,1.0,0.0,0,0.0,0.0,0
IN000445,2026-02-23,ST008,PR073,SUP003,39,31,30,50,50,19,2.7,1.0,0.0,0,0.0,0.0,0
IN000446,2026-02-23,ST008,PR076,SUP011,37,25,24,44,44,17,2.7,1.0,0.0,0,0.0,0.0,0
IN000447,2026-02-23,ST008,PR077,SUP011,49,41,39,64,64,24,2.6,1.0,0.0,0,0.0,0.0,0
IN000448,2026-02-23,ST009,PR001,SUP001,47,41,39,67,67,19,2.0,1.0,0.0,0,0.0,0.0,0
IN000449,2026-02-23,ST009,PR002,SUP001,28,38,37,50,50,15,2.1,1.0,0.0,0,0.0,0.0,0
IN000450,2026-02-23,ST009,PR004,SUP008,56,55,51,85,85,22,1.8,1.0,0.0,0,0.0,0.0,0
